["eb6c3915-71ff-4167-9f5a-56d93ff6faeb", [-71.13221232929304, 41.74050296900756], [-71.11773335821647, 41.757342251721695], [-71.11150292654804, 41.761347027792574], [-71.11900520991371, 41.766213591109775], [-71.12208624339745, 41.751471721438676], [-71.1307818296626, 41.756240555495026], [-71.13609077290911, 41.74089920626211], [-71.12642319320004, 41.746865630591884], [-71.10720387229706, 41.76289185745176], [-71.1282033281598, 41.742653865474914]]
["c188d88d-29fd-4819-a3b8-20a56dc0f34a", [-71.11099500203291, 41.760948842916136], [-71.12808612810377, 41.74295570297304], [-71.11679282529803, 41.758447618790896], [-71.13430694735611, 41.7406991850341], [-71.13090491297011, 41.75548166640811], [-71.11640928969271, 41.76519312919599], [-71.10720387229706, 41.76289185745176], [-71.12463570240457, 41.74846149162117], [-71.1196971915439, 41.754611170846815], [-71.12042146610426, 41.766874557772404]]
["b4549ea0-96e9-4b2f-99ae-0537d70c5b73", [-71.1179833613839, 41.75688127023706], [-71.13257730354982, 41.740535379940575], [-71.11271257410897, 41.76486155778878], [-71.11900520991371, 41.766213591109775], [-71.12443445968019, 41.74869502476258], [-71.13023157975472, 41.75879635600383], [-71.1365101997964, 41.74094879051046], [-71.13174657948935, 41.751338304413466], [-71.10934744248993, 41.761637209449184], [-71.12796352546607, 41.74304860563871]]
["67e520f0-3a20-48ef-a3c6-34c86cc38e10", [-71.12524439006123, 41.748340991541156], [-71.11614129734456, 41.75878277866001], [-71.13250722226283, 41.740528552339434], [-71.11271257410897, 41.76486155778878], [-71.11900520991371, 41.766213591109775], [-71.1307818296626, 41.756240555495026], [-71.11977317614385, 41.75453395543984], [-71.10873747273357, 41.76190010732547], [-71.12796352546607, 41.74304860563871], [-71.13642062615045, 41.7409386887951]]
["5f4df7d1-301b-44fb-a7cc-e2ccc1758157", [-71.12816447285786, 41.74282439506263], [-71.11640928969271, 41.76519312919599], [-71.11977317614385, 41.75453395543984], [-71.13430694735611, 41.7406991850341], [-71.12042146610426, 41.766874557772404], [-71.1307818296626, 41.756240555495026], [-71.11063393046943, 41.76108177152018], [-71.12532398933858, 41.74817096576056], [-71.11650401275335, 41.758638868877775], [-71.10703679449009, 41.76303022411943]]
["c75a3778-7f30-48d3-b045-16bea69bebd0", [-71.12463570240457, 41.74846149162117], [-71.12042146610426, 41.766874557772404], [-71.13430694735611, 41.7406991850341], [-71.1088441442302, 41.762026128786744], [-71.11601633979782, 41.758890615298164], [-71.13023157975472, 41.75879635600383], [-71.12808612810377, 41.74295570297304], [-71.11951417605822, 41.754908022161075], [-71.13174657948935, 41.751338304413466], [-71.11640928969271, 41.76519312919599]]
["a856d24f-54c5-4134-bcd1-06fbe058c94c", [-71.1365101997964, 41.74094879051046], [-71.11614129734456, 41.75878277866001], [-71.12796352546607, 41.74304860563871], [-71.12042146610426, 41.766874557772404], [-71.1088441442302, 41.762026128786744], [-71.1307818296626, 41.756240555495026], [-71.12524439006123, 41.748340991541156], [-71.11977317614385, 41.75453395543984], [-71.13257730354982, 41.740535379940575], [-71.11640928969271, 41.76519312919599]]
["2d58e5ad-a2b4-4629-bfe0-e6ac16c10df3", [-71.12782416900136, 41.74383291678466], [-71.1088441442302, 41.762026128786744], [-71.13586982190523, 41.74087100066411], [-71.11601633979782, 41.758890615298164], [-71.11640928969271, 41.76519312919599], [-71.12042146610426, 41.766874557772404], [-71.1307818296626, 41.756240555495026], [-71.11951417605822, 41.754908022161075], [-71.13187176100713, 41.74054387057351], [-71.12425296192232, 41.74897078497262]]
["41de9c6b-694f-4bce-88a7-27411a9641ad", [-71.12808612810377, 41.74295570297304], [-71.12042146610426, 41.766874557772404], [-71.10671385788001, 41.76332098608373], [-71.11951417605822, 41.754908022161075], [-71.13430694735611, 41.7406991850341], [-71.13090491297011, 41.75548166640811], [-71.11601633979782, 41.758890615298164], [-71.12463570240457, 41.74846149162117], [-71.10990928740532, 41.76137870013825], [-71.11640928969271, 41.76519312919599]]
["ef14b8df-78ef-46dc-a686-feb8230c62f8", [-71.13257730354982, 41.740535379940575], [-71.1124936647799, 41.761103738937614], [-71.11979324283935, 41.75445480545708], [-71.11900520991371, 41.766213591109775], [-71.12780962567382, 41.74334421973286], [-71.13090491297011, 41.75548166640811], [-71.12439114879845, 41.74879133990601], [-71.11704813787966, 41.75825449374276], [-71.10813488510681, 41.762479807417364], [-71.1365101997964, 41.74094879051046]]
["8c851dd8-7644-41f0-a921-62e6859556b7", [-71.12646050641945, 41.74668791080886], [-71.11640928969271, 41.76519312919599], [-71.13521855327886, 41.74077876860063], [-71.11782478395604, 41.757209389367155], [-71.10720387229706, 41.76289185745176], [-71.1307818296626, 41.756240555495026], [-71.12042146610426, 41.766874557772404], [-71.12228248589123, 41.751227918368286], [-71.1297384714156, 41.74159715981222], [-71.11122597354353, 41.760857423807984]]
